Территориальное управление Ростехнадзора,Субъект(ы) Российской Федерации,Вид проверки,Наименование проверяемой организации,ИНН проверяемой организации,Регистрационный № ОПО,Начало проведения проверки,Окончание проведения проверки,Количество башенных кранов в организации (всего),Количество проверенных башенных кранов,Количество демонтированных кранов (из числа проверенных),Количество выявленных технических нарушений,Количество выявленных организационных нарушений,Количество нарушений в части ППР,Количество нарушений в части ЭПБ,Количество нарушений требований ТР ТС 010/2011,"Количество иных нарушений (с указанием вида(видов) нарушений в графе ""Примечания"")",Общее количество выявленных нарушений (по Акту),Количество штрафов в отношении юридических лиц,Общая сумма наложенных штрафов в отношении юридических лиц (руб.),Количество штрафов в отношении должностных лиц,Общая сумма наложенных штрафов в отношении должностных лиц (руб.),Количество приостановок по ч.1 ст. 9.1 КоАП,Количество приостановок по ч. 3 ст. 9.1 КоАП,Количество вынесенных предупреждений,Количество дисквалификаций,"Иные принятые меры реагирования (письма в правоохранительные органы, прокуратуру, суды и т.д.)",Примечания
Западно-Уральское управление,18 Удмуртская Республика,первичная выездная проверка (по поручению 85 РП),Общество с ограниченной ответственностью «РАЗВИТИЕ-Управление Проектами»,1 840 009 120,А46-12357-0001 ,20.09.2017,28.09.2017,1,1,0,6,6,4,0,1,1,18,0, -   ? ,0, -   ? ,0,0,2,0,,"?иное нарушение, связанное со строповкой груза
"
Западно-Уральское управление,18 Удмуртская Республика,контроль выполнения предписания,Общество с ограниченной ответственностью «Колос»,1 835 049 368,А46-12275-0001 ,12.12.2017,20.12.2017,3,2,1,0,0,0,0,0,0,0,0, -   ? ,0, -   ? ,0,0,0,0,,
Западно-Уральское управление,18 Удмуртская Республика,первичная выездная проверка (по поручению 85 РП),Общество с ограниченной ответственностью «Мегарон»,1 840 000 551,А46-12254-0001 ,29.11.2017,15.12.2017,1,1,0,6,11,9,0,1,0,27,0, -   ? ,0, -   ? ,0,0,2,0,,
Приволжское управление,16 Республика Татарстан (Татарстан),контроль выполнения предписания,"ООО ""Кран-Экс""",1 650 242 707,А43-06769-0001 от 08.05.2014г. ,04.06.2018,06.06.2018,0,0,0,0,0,0,0,0,0,0,0, -   ? ,0, -   ? ,0,0,0,0,,"?ОПО исключён из госреестра  письмо ПУ РТН 11287/05 от 26.03.2018г.
"
Межрегиональное технологическое управление,1 Республика Адыгея (Адыгея);#59 Пермский край,первичная выездная проверка (по поручению 85 РП),"ООО ""Лада""",5 903 998 269,48-13397-0001,26.04.2018,28.05.2018,1,1,0,0,0,0,0,0,0,0,0, -   ? ,0, -   ? ,0,0,0,0,,"?На момент проведения внеплановой проверки ООО ""ЛАДА"" кран был продан по договору купли-продажи от 25.04.2018 ООО ""Вектор"" и снят с учета.
"
Верхне-Донское управление,36 Воронежская область,первичная выездная проверка (по поручению 85 РП),ООО предприятие «ИП К.И.Т.»,3 662 053 761,"А12-00669-0006, А12-00669-0012, А12-00669-0013, А12-00669-0014",14.05.2018,28.05.2018,23,23,3,14,12,2,0,0,0,28,0, -   ? ,1, 30 000.00 ? ,0,3,0,0,,"приостановлена деятельность трёх грузоподъёмных башенных кранов КБ-405-1А на строительной площадке по адресу: г. Воронеж, Московский проспект 142Ш
"
Верхне-Донское управление,36 Воронежская область,контроль выполнения предписания,"ООО ""Рем-Строй+""",3 627 022 295,А12-04135-0001,31.05.2018,31.05.2018,1,1,1,0,0,0,0,0,0,0,0, -   ? ,0, -   ? ,0,0,0,0,,?Контроль выполнения предписания от 23.03.2018 №П-В6/624-895. Предписание исполнено
Верхне-Донское управление,36 Воронежская область,контроль выполнения предписания,ООО «Строительно-монтажное управление -№5»,3 627 023 524,А12-04009-0001,31.05.2018,31.05.2018,1,1,0,0,0,0,0,0,0,0,0, -   ? ,0, -   ? ,0,0,0,0,,"?Конроль выполнения предписания от 23.03.2018 №П-В6/624-896. Предписание исполнено
"
Верхне-Донское управление,36 Воронежская область,контроль выполнения предписания,ООО «Спецсервис»,3 627 021 245,А12-03005-0001,31.05.2018,31.05.2018,2,2,1,0,0,0,0,0,0,0,0, -   ? ,0, -   ? ,0,0,0,0,,?Контроль выполнения предписания от 23.03.2018 №П-В6/624-898. Предписание исполнено
Верхне-Донское управление,36 Воронежская область,контроль выполнения предписания,ООО «Россошанское монтажное управление»,3 627 019 648,А12-02520-0001,31.05.2018,31.05.2018,3,3,0,0,0,0,0,0,0,0,0, -   ? ,0, -   ? ,0,0,0,0,,?Контроль выполнения предписания от 23.03.2018 №П-В6/624-897. Предписание исполнено
Верхне-Донское управление,36 Воронежская область,контроль выполнения предписания,"ООО ""Энергостроймонтаж""",3 665 004 353,А12-03682-0001,23.05.2018,23.05.2018,4,4,2,0,0,0,0,0,0,0,0, -   ? ,0, -   ? ,0,0,0,0,,?Контроль выполнения предписания от 28.02.2018 №П-В6/34-647. Предписание исполнено
Приокское управление,32 Брянская область,контроль выполнения предписания,"ооо ""сакс""",3 234 039 880,А08-61404-0001,14.09.2017,22.09.2017,3,3,1,0,0,0,0,0,0,0,0, -   ? ,0, -   ? ,0,0,0,0,,
Приокское управление,32 Брянская область,контроль выполнения предписания,"ООО ""ТехСтрой""",3 241 503 310,А08-62586-0001,22.01.2018,09.02.2018,13,6,0,0,0,0,0,0,0,0,0, -   ? ,0, -   ? ,0,0,0,0,,
Приокское управление,32 Брянская область,контроль выполнения предписания,"ООО СКФ ""Комфорт""",3 257 029 920,А08-60269-0002,26.03.2018,06.04.2018,6,2,0,0,0,0,0,0,0,0,0, -   ? ,0, -   ? ,0,0,0,0,,
Западно-Уральское управление,43 Кировская область,первичная выездная проверка (по поручению 85 РП),"Сельскохозяйственный производственный кооператив ордена Ленина племзавод ""Красный Октябрь""",4 314 000 721,А47-01146-0004,21.05.2018,07.06.2018,2,2,0,0,9,1,0,0,0,10,0, -   ? ,1, 20 000.00 ? ,1,0,0,0,,
Северо-Западное управление,53 Новгородская область,первичная выездная проверка (по поручению 85 РП),"ПАО ""УМ-268""",5 321 036 216,А22-01487 ,20.02.2018,26.02.2018,8,3,5,1,0,0,0,1,0,2,0, -   ? ,0, -   ? ,0,0,1,0,,
Приокское управление,62 Рязанская область,первичная выездная проверка (по поручению 85 РП),Общество с ограниченной ответственностью «Надежда» ,6 215 000 971,№ А03-01037-0001,29.05.2018,01.06.2018,1,1,1,0,0,0,0,0,0,0,0, -   ? ,0, -   ? ,0,0,0,0,,"В связи с окончанием строительно-монтажных работ, при строительстве                   многоквартирного жилого дома по адресу: г. Рязань, ул. Малое шоссе, башенный кран КБ -408, зав. № 844, учетный № 108672, 1991 г.в.в марте 2014 г. выведен из эксплуатации и демонтирован.?"
Приокское управление,62 Рязанская область,контроль выполнения предписания,Общество с ограниченной ответственностью «Стройальянс»  ,6 229 034 025,А03-01311-0001,24.05.2018,25.05.2018,7,3,1,0,0,0,0,0,0,0,0, -   ? ,0, -   ? ,0,0,0,0,,
Приокское управление,62 Рязанская область,контроль выполнения предписания,Общества с ограниченной ответственностью «Новация» ,6 234 061 240,А03-01311-0001.,31.05.2018,01.06.2018,1,1,1,0,8,0,0,0,0,8,0, -   ? ,1, 30 000.00 ? ,0,0,0,0,,
Забайкальское управление,75 Забайкальский край,первичная выездная проверка (по поручению 85 РП),"ООО ""Предприятие строительных материалов""",7 527 009 227,А69-01144-0004,04.06.2018,06.06.2018,2,2,0,0,7,1,2,0,0,10,0, -   ? ,0, -   ? ,0,0,2,0,,
